name,author,narrator,releasedate,language,price,rating_stars,n_ratings,time_mins
The Four Year Career,RichardB.Brooke,RichardB.Brooke,2016-02-24,English,2.7960000000000003,5.0,1.0,87
The Sales Survival Handbook,"KenKupchik,JebBlount-foreword",ScottMerriman,2017-12-09,English,7.032,3.0,1.0,272
The Brand Mapping Strategy,KarenTiberLeland,KarenTiberLeland,2020-12-22,English,5.628,5.0,1.0,294
What Great Brands Do,DeniseLeeYohn,JulieMcKay,2020-07-27,English,8.016,4.0,2.0,498
Predictive Analytics,EricSiegel,StevenMenasche,2017-11-05,English,8.436,1.0,1.0,666
Matchmakers,"RichardSchmalensee,DavidS.Evans",JohnMcLain,2016-03-05,English,8.016,4.5,7.0,413
"Slow Down, Sell Faster",KevinDavis,StephenBowlby,2020-02-10,English,5.0520000000000005,5.0,1.0,387
Ask,RyanLevesque,TomParks,2019-02-07,English,6.192,4.5,2.0,367
Oversubscribed,DanielPriestley,DanielPriestley,2020-09-03,English,8.436,5.0,6.0,393
Customer Data Platforms,"MartinKihn,ChristopherB.O’Hara",SeanPratt,2021-11-05,English,7.032,5.0,1.0,549
The Curse of Bigness,TimWu,MarcCashman,2018-11-13,English,9.048,5.0,1.0,252
Go for No! for Network Marketing,"RichardFenton,AndreaWaltz,RayHigdon","RichardFenton,AndreaWaltz,RayHigdon,",2017-07-07,English,6.0120000000000005,5.0,2.0,180
Brand Now,NickWestergaard,NickWestergaard,2018-05-22,English,7.032,5.0,1.0,285
How to Master the Art of Selling Anything Program,TomHopkins,TomHopkins,2020-01-14,English,16.884,4.5,3.0,667
Digital Marketing in an AI World,FrederickVallaeys,KaleoGriffith,2020-09-22,English,5.628,3.5,2.0,300
Non-Obvious,RohitBhargava,TomZingarelli,2015-10-11,English,10.692,4.0,1.0,329
Free Prize Inside!,SethGodin,SethGodin,2009-04-30,English,5.6160000000000005,5.0,1.0,178
The Content Marketing Handbook,RobertW.Bly,BarryAbrams,2020-02-18,English,7.032,5.0,1.0,529
The Customer Centricity Playbook,"PeterFader,SarahToms",SteveMenasche,2019-11-06,English,5.628,4.5,2.0,242
Never Lose a Customer Again,JoeyColeman,JoeyColeman,2018-03-04,English,12.06,5.0,6.0,568
Direct Selling Success,RandyGage,RandyGage,2019-03-09,English,7.032,5.0,2.0,665
Marketing: A Love Story,BernadetteJiwa,BernadetteJiwa,2016-01-22,English,4.212,4.5,6.0,121
"The Experience Economy, Updated Edition","B.JosephPineII,JamesH.Gilmore",AlanSklar,2012-12-14,English,9.276,5.0,3.0,732
The Six Figure Second Income,"JonathanRozek,DavidLindahl","DavidLindahl,JonathanRozek",2011-03-18,English,9.84,1.0,1.0,421
Small Is the New Big,SethGodin,SethGodin,2006-08-18,English,8.424,5.0,1.0,447
The Sharing Economy,ArunSundararajan,VikasAdam,2016-05-13,English,9.84,4.5,3.0,536
Amaze Every Customer Every Time,ShepHyken,JoeBronzi,2014-12-05,English,8.016,5.0,3.0,326
Smart Skills: Negotiation,AnthonyJacks,PhilPaonessa,2019-08-28,English,14.064,5.0,1.0,275
Meaningful,BernadetteJiwa,BernadetteJiwa,2016-01-22,English,4.212,5.0,2.0,183
The Hook,RichardKrevolin,"MelFoster,PatrickLawlor,JoyceBean",2015-11-23,English,8.040000000000001,3.5,3.0,410
Difference,BernadetteJiwa,BernadetteJiwa,2014-04-30,English,4.224,5.0,1.0,139
Think Like a Marketer,KateColbert,VanessaDaniels,2019-09-18,English,7.032,4.0,1.0,391
Brands and Branding,RitaClifton,ChristopherOxford,2013-02-12,English,6.828,4.0,1.0,586
Buying Customers,BradleyJ.Sugars,JaimeAndrade,2013-03-07,English,7.0200000000000005,5.0,1.0,333
7L: The Seven Levels of Communication,MichaelJMaher,MichaelJMaher,2016-06-12,English,6.0120000000000005,4.0,3.0,270
Golden Rules - Handling Objections,DavidRyder,DavidRyder,2008-03-26,English,1.824,3.0,1.0,42
Evergreen,NoahFleming,"NoahFleming,WalterDixon",2015-01-28,English,8.436,4.5,3.0,443
Make Your Idea Matter,BernadetteJiwa,BernadetteJiwa,2012-12-21,English,1.68,5.0,2.0,117
Sweat Equity,JasonKelly,EricJasonMartin,2016-09-29,English,8.016,4.0,1.0,569
Why Women Buy,"DawnJones,SherryPrindle-contributor",DawnJones,2017-01-04,English,8.424,5.0,1.0,233
The Art of Profitability,AdrianSlywotzky,"ScottMosenson,JackOng,AdrianSlywotzky-introduction",2003-05-16,English,6.0,5.0,10.0,335
"The New Rules of Marketing & PR, 6th Edition",DavidMeermanScott,DavidMeermanScott,2017-12-12,English,12.036,2.0,3.0,1101
"Fascinate, Revised and Updated",SallyHogshead,SallyHogshead,2016-04-26,English,16.2,4.5,2.0,459
Conversational Marketing,"DavidCancel,DaveGerhardt",BrianHutchison,2019-09-07,English,8.436,4.5,2.0,417
Obsessed,EmilyHeyward,LisaFlanagan,2020-09-06,English,10.548,4.0,6.0,358
Pitch Perfect,BillMcGowan,BillMcGowan,2014-01-04,English,14.856,5.0,1.0,471
Rich Dad Advisors: Sales Dogs,BlairSinger,BlairSinger,2013-08-01,English,6.0,4.5,8.0,421
Smash the Funnel,"EricKeiles,MikeLieberman",EricKeiles,2020-10-26,English,5.6160000000000005,5.0,1.0,328
Connected Strategy,"NicolajSiggelkow,ChristianTerwiesch",DavidMarantz,2020-10-20,English,4.212,4.0,1.0,418
Sales Management,BrianTracy,BrianTracy,2016-01-15,English,5.064,4.5,3.0,187
The Shopping Revolution,BarbaraE.Kahn,LisaLarsen,2018-11-13,English,7.032,4.0,1.0,300
Your Perfect Presentation,BillHoogterp,PatrickLawlor,2018-12-25,English,8.436,5.0,4.0,517
From Impossible to Inevitable,"AaronRoss,JasonLemkin",StevenJayCohen,2019-10-22,English,7.032,4.5,2.0,672
What Your Customer Wants and Can’t Tell You,MelinaPalmer,RachelPerry,2021-11-05,English,7.032,5.0,1.0,492
Building an Empire,BrianCarruthers,BrianCarruthers,2017-10-04,English,8.016,4.5,6.0,427
Selling Boldly,AlexGoldfayn,ShawnCompton,2019-12-02,English,7.032,5.0,1.0,382
"Social Media Marketing 2021: How to Become an Influencer of Millions on Facebook, Twitter, Youtube & Instagram While Advertising & Building Your Personal Brand",RobertMiller,GeorgeJohnson,2019-04-17,English,6.0120000000000005,5.0,2.0,244
SOLD,DavidM.Greene,CliffordPonder,2021-01-26,English,8.016,5.0,1.0,443
The Science of Selling,DavidHoffeld,DavidHoffeld,2016-11-15,English,10.548,4.0,6.0,472
Youtility,JayBaer,"MarcusSheridan,JayBaer",2013-06-27,English,7.032,4.5,3.0,291
Duct Tape Marketing (Revised and Updated),JohnJantsch,JohnJantsch,2011-11-14,English,8.328,5.0,2.0,468
The Wizard of Ads,RoyH.Williams,JohnJantsch,2009-02-01,English,5.6160000000000005,5.0,1.0,281
The Best of Guerrilla Marketing,"JayConradLevinson,JeannieLevinson",PatrickLawlor,2018-11-27,English,8.436,4.5,3.0,786
Different,YoungmeMoon,BernadetteDunne,2010-06-04,English,9.048,4.5,3.0,409
The Smart Start Up,"OmarPeriu,TomHopkins",BillFoote,2019-09-05,English,7.0200000000000005,5.0,1.0,313
The Law of Success,NapoleonHill,FredStella,2012-06-04,English,5.628,5.0,1.0,350
Success Is in Your Sphere,ZviBand,StevenJayCohen,2021-04-13,English,8.016,3.0,1.0,480
The Effortless Experience,"MatthewDixon,NickToman,RickDeLisi","MatthewDixon,NickToman,RickDeLisi",2020-03-03,English,10.548,4.5,3.0,397
We Are All Weird,SethGodin,SethGodin,2011-09-21,English,4.224,5.0,1.0,135
Positioning: without positioning you are a nobody,HenningGlaser,HenningGlaser,2015-06-07,English,2.4,2.0,1.0,48
"Handling an Indecisive Client: The Push, the Pull, and Persist",RyanSerhant,RyanSerhant,2019-01-29,English,6.0,4.5,9.0,6
The Human Brand,"ChrisMalone,SusanT.Fiske",SeanRunnette,2013-10-15,English,7.5840000000000005,5.0,1.0,358
Customer Centricity,PeterFader,PatrickLawlor,2013-05-09,English,5.628,4.0,3.0,156
Killing the Sale,ToddDuncan,ToddDuncan,2004-07-22,English,7.308,5.0,1.0,250
The New Gold Standard,JosephA.Michelli,"JosephA.Michelli,TomParks",2014-12-16,English,8.040000000000001,4.0,5.0,492
Demand-Side Sales 101,"BobMoesta,GregEngle-contributor",LaurenAnthony,2020-10-30,English,7.032,3.0,1.0,274
Virtual Selling,JebBlount,JebBlount,2020-10-13,English,7.032,5.0,3.0,544
Inbound Marketing,"BrianHalligan,DharmeshShah",ErikSynnestvetd,2009-11-20,English,7.596,3.5,3.0,305
Drunk Tank Pink,AdamAlter,TristanMorris,2013-03-21,English,12.06,3.0,1.0,438
Unlocking the Customer Value Chain,"ThalesS.Teixeira,GregPiechota",TomWeitzel,2019-02-19,English,12.06,5.0,5.0,674
Leading the Starbucks Way,JosephA.Michelli,"JosephA.Michelli,TomParks",2014-04-30,English,8.040000000000001,5.0,1.0,505
Marketing: The Brian Tracy Success Library,BrianTracy,BrianTracy,2014-11-18,English,4.212,5.0,1.0,174
Meatball Sundae,SethGodin,SethGodin,2007-12-27,English,7.5840000000000005,5.0,3.0,291
What's Yours Is Mine,TomSlee,NathalieToriel,2019-09-04,English,5.34,4.0,1.0,452
Got Your Attention?,SamHorn,SamHorn,2015-06-05,English,7.032,5.0,1.0,373
The Experience Economy,"B.JosephPineII,JamesH.Gilmore",EricConger,2005-09-30,English,5.34,5.0,1.0,186
Brandsplaining,"JaneCunningham,PhilippaRoberts",SarahPaul,2021-02-18,English,10.656,5.0,1.0,444
The Sandler Rules for Sales Leaders,DavidMattson,SeanPratt,2017-01-09,English,7.032,5.0,1.0,284
Marketing Rebellion,MarkSchaefer,MarkSchaefer,2019-01-21,English,8.016,5.0,1.0,434
The Power of Experiments,"MichaelLuca,MaxH.Bazerman",TimothyAndresPabon,2020-06-16,English,10.128,4.5,2.0,392
Prospect the Sandler Way,"JohnRosso,DavidMattson",SeanPratt,2018-01-06,English,7.032,5.0,1.0,193
Hug Your Haters,JayBaer,JayBaer,2016-01-03,English,7.872,4.5,3.0,336
"Hello, My Name Is Awesome",AlexandraWatkins,GinaSorell,2014-09-24,English,5.628,4.0,7.0,142
How to Deal with Difficult Customers,DaveAnderson,DaveAnderson,2009-12-27,English,11.244,5.0,1.0,258
Amazon FBA,RedMikhail,JonathanJohns,2020-08-31,English,2.244,3.5,2.0,64
Winning at New Products,RobertG.Cooper,JamesEdwardThomas,2017-09-21,English,6.0,5.0,1.0,1045
Guerilla Marketing Weapons,JayConradLevinson,BarrettWhitener,2006-11-16,English,8.424,3.0,4.0,395
Phishing for Phools,"GeorgeA.Akerlof,RobertJ.Shiller",BronsonPinchot,2016-09-02,English,8.016,4.0,5.0,431
Event Planning: Management & Marketing for Successful Events,AlexGenadinik,EricRobertson,2020-04-27,English,5.064,4.0,1.0,119
Lifescale,BrianSolis,BrianSolis,2019-08-13,English,7.032,4.5,2.0,345
"Book Yourself Solid, Third Edition",MichaelPort,MichaelPort,2018-04-09,English,8.016,5.0,5.0,594
The Advertising Effect,"AdamFerrier,JenniferFleming",NigelCarrington,2014-09-16,English,8.016,5.0,1.0,587
The Customer Loyalty Loop,NoahFleming,WalterDixon,2016-11-15,English,7.872,4.0,1.0,350
The Ultimate Sandler Sales Library,DavidSandler,DavidSandler,2019-07-19,English,21.288,5.0,1.0,544
62 Free Ways to Grow Your Business Profits,JayConradLevinson,JayConradLevinson,2015-06-01,English,21.288,5.0,2.0,458
Overdeliver,BrianKurtz,BrianKurtz,2019-09-04,English,8.436,5.0,1.0,523
The Sandler Rules,DavidMattson,DavidMattson,2017-07-14,English,7.032,4.0,1.0,235
The Conversion Code,ChrisSmith,ChrisSmith,2017-03-02,English,8.016,5.0,2.0,403
The Neuroscience of Selling,JohnAsher,DavidH.LawrenceXVII,2021-01-26,English,7.5360000000000005,4.0,1.0,108
Retail Success in an Online World,RobFishman,StephenR.Thorne,2020-12-17,English,7.032,4.0,1.0,342
"Fundamentals of Marketing, 2nd Edition","PaulBaines,SophieWhitehouse,SaraRosengren,",DennisKleinman,2021-08-06,English,8.436,5.0,1.0,966
The W. Chan Kim & Renée Mauborgne Blue Ocean Strategy Reader,"RenéeMauborgne,W.ChanKim",JamesConlan,2017-02-16,English,12.036,4.5,3.0,401
Heart and Sell,ShariLevitin,ShariLevitin,2019-12-11,English,7.032,5.0,1.0,423
Talk Triggers,"JayBaer,DanielLemin","JayBaer,DanielLemin,TedWright",2018-02-10,English,9.048,5.0,4.0,334
Winning the Brain Game,MatthewE.May,AlexanderCendese,2016-05-27,English,5.628,4.5,2.0,270
"The Social Entrepreneur's Playbook, Expanded Edition","IanC.MacMillan,JamesD.Thompson",DonHagen,2013-12-11,English,7.032,5.0,1.0,330
Beach Money,JordanAdler,JordanAdler,2018-03-29,English,5.6160000000000005,5.0,4.0,259
How to Get Ideas,JackFoster,JohnnyHeller,2009-09-30,English,6.816,5.0,1.0,209
The Irresistible Offer,MarkJoyner,MarkJoyner,2006-07-28,English,5.628,5.0,1.0,222
Combo Prospecting,TonyJ.Hughes,SimonMattacks,2018-01-16,English,8.040000000000001,4.5,2.0,486
Selling Luxury,"RobinLent,GenevieveTour",JoAnnaPerrin,2020-07-20,English,6.0120000000000005,3.0,1.0,192
Promote Yourself and Me 2.0,DanSchawbel,MikeChamberlain,2014-04-22,English,12.096,5.0,1.0,977
Stuffocation,JamesWallman,KrisDyer,2016-04-04,English,15.936,4.5,2.0,550
High Trust Selling,ToddDuncan,ToddDuncan,2004-07-22,English,7.308,5.0,1.0,237
Inbound Content,JustinChampion,JamesFouhey,2019-10-18,English,7.032,5.0,1.0,338
The Convenience Revolution,ShepHyken,TimothyAndrésPabon,2018-11-13,English,7.032,5.0,4.0,281
When Buyers Say No,"TomHopkins,BenKatt",PeteLarkin,2014-01-04,English,6.0,4.0,1.0,478
The Miracle Morning for Network Marketers,"PatPetrini,HonoreeCorder,HalElrod",RobActis,2015-10-12,English,8.016,5.0,3.0,365
HBR's 10 Must Reads on Managing Across Cultures,HarvardBusinessReview,"JonathanYen,LiisaIvary",2016-05-23,English,8.016,4.0,1.0,360
Stop Selling and Start Leading,"JamesM.Kouzes,BarryZ.Posner,DebCalvert",BrianHolsopple,2018-12-06,English,8.016,5.0,1.0,317
Who Do You Want Your Customers to Become,MichaelSchrage,ErikSynnestvedt,2012-07-08,English,1.4040000000000001,5.0,1.0,167
Sandler Success Principles,"BruceSeidman,DavidMattson",SeanPratt,2018-05-03,English,7.032,5.0,2.0,184
Fascinate,SallyHogshead,SallyHogshead,2010-10-08,English,14.856,2.0,1.0,521
Pitch the Perfect Investment,"PaulD.Sonkin,PaulJohnson",StephenMcLaughlin,2017-12-19,English,10.032,5.0,1.0,739
Storyshowing,SamCawthorn,SamCawthorn,2017-10-31,English,6.0120000000000005,5.0,1.0,231
"Sell It Today, Sell It Now","TomHopkins,PatLeiby",TomHopkins,2015-10-23,English,27.3,5.0,1.0,278
The Culture Code,ClotaireRapaille,BarrettWhitener,2007-08-23,English,8.436,4.0,4.0,389
40 Rules for Internet Business Success,MatthewPaulson,StuGray,2014-07-29,English,6.0120000000000005,5.0,1.0,249
The Sales Boss,JonathanWhistman,TimAndresPabon,2017-06-26,English,7.032,5.0,1.0,378
Making Websites Win,NickCanley,B.Marie,2020-07-12,English,1.4040000000000001,5.0,2.0,43
Too Much Information,CassR.Sunstein,TristanMorris,2020-11-17,English,7.032,3.0,1.0,361
Go Live!,"JeffreyGitomer,TaraCounterman-foreword",JeffreyGitomer,2020-03-12,English,5.628,5.0,1.0,197
Start with Why,SimonSinek,SimonSinek,2021-10-21,English,10.656,4.5,73.0,438
Think Again,AdamGrant,AdamGrant,2021-04-02,English,10.656,4.5,400.0,401
The Design of Everyday Things,DonNorman,NeilHellegers,2018-07-12,English,6.0,4.5,127.0,639
Master Your Emotions: A Practical Guide to Overcome Negativity and Better Manage Your Feelings,ThibautMeurisse,JoshuaAlexander,2019-01-10,English,6.0120000000000005,5.0,21.0,234
The Daily Stoic,"RyanHoliday,StephenHanselman",BrianHolsopple,2016-10-18,English,4.656,5.0,50.0,606
Grit,AngelaDuckworth,AngelaDuckworth,2016-05-05,English,9.84,4.5,312.0,561
Make Time,"JakeKnapp,JohnZeratsky","JakeKnapp,JohnZeratsky",2018-09-27,English,7.38,4.5,887.0,298
Blink,MalcolmGladwell,MalcolmGladwell,2005-05-04,English,6.0,5.0,1.0,464
Secrets of the Millionaire Mind,T.HarvEker,CharlesConstant,2016-06-14,English,14.172,4.5,941.0,310
Outliers,MalcolmGladwell,MalcolmGladwell,2008-11-18,English,6.0,4.5,688.0,438
Tools of Titans,TimFerriss,"RayPorter,KaleoGriffith,TimFerriss,",2020-02-06,English,18.072,4.5,291.0,1361
33 Strategies of War,RobertGreene,DonaldCoren,2015-07-22,English,9.84,4.5,37.0,1650
Public Speaking for Success,DaleCarnegie,SeanPratt,2016-04-19,English,8.436,5.0,9.0,928
"Thinking, Fast and Slow",DanielKahneman,PatrickEgan,2011-12-23,English,11.484,4.5,683.0,1201
How to Trade in Stocks,JesseLivermore,JosephKant,2019-05-17,English,2.244,4.5,42.0,103
No Excuses!,BrianTracy,BrianTracy,2009-12-27,English,9.84,4.5,443.0,411
How Come No One Told Me That,PrakashIyer,PrakashIyer,2022-06-01,English,10.548,5.0,7.0,501
Think and Grow Rich,NapoleonHill,RussWilliams,2017-01-09,English,1.992,4.5,575.0,615
Ego Is the Enemy,RyanHoliday,RyanHoliday,2016-06-14,English,7.032,4.5,99.0,416
Designing Your Life,"BillBurnett,DaveEvans","BillBurnett,DaveEvans",2016-09-15,English,8.196,4.5,28.0,378
Indistractable,"NirEyal,JulieLi",NirEyal,2019-06-08,English,12.036,4.5,460.0,315
The 10X Rule,GrantCardone,GrantCardone,2011-07-19,English,8.436,4.5,1080.0,444
Talent Is Overrated,GeoffColvin,GeoffColvin,2019-11-26,English,10.548,4.5,28.0,494
"Declutter Your Mind: How to Stop Worrying, Relieve Anxiety, and Eliminate Negative Thinking","S.J.Scott,BarrieDavenport",GregZarcone,2017-02-21,English,6.0120000000000005,4.5,38.0,196
Rework,"JasonFried,DavidHeinemeierHansson",MikeChamberlain,2010-09-03,English,5.424,4.5,561.0,170
The 33 Strategies of War,RobertGreene,DonLeslie,2007-04-25,English,9.276,4.5,10.0,601
Be Obsessed or Be Average,GrantCardone,GrantCardone,2016-11-10,English,7.872,5.0,111.0,664
The Book on Rental Property Investing,BrandonTurner,BrandonTurner,2015-10-12,English,10.032,4.5,28.0,698
"Change Your Paradigm, Change Your Life",BobProctor,"BobProctor,DanStrutzel",2021-09-28,English,5.628,5.0,4.0,320
Talk Like TED,CarmineGallo,"CarmineGallo,FredBerman,KathleenMcInerney",2016-02-25,English,3.876,4.5,39.0,462
Barking up the Wrong Tree,EricBarker,RogerWayne,2017-05-16,English,16.872,5.0,73.0,540
15 Secrets Successful People Know About Time Management,KevinKruse,KevinKruse,2015-12-18,English,6.0120000000000005,4.5,20.0,190
The Motivation Myth,JeffHaden,RayPorter,2018-09-01,English,9.048,4.5,48.0,390
The Most Important Thing,HowardMarks,JohnFitzGibbon,2012-08-22,English,7.212,4.5,146.0,429
13 Things Mentally Strong People Don't Do,AmyMorin,AmyMorin,2014-12-23,English,14.172,4.5,48.0,396
The Talent Code,DanielCoyle,AlexMcMorran,2018-08-30,English,6.828,4.5,40.0,402
Unscripted,MJDeMarco,ScottThomas,2017-06-19,English,10.032,4.5,43.0,1053
Rich Dad's Before You Quit Your Job,RobertT.Kiyosaki,TimWheeler,2012-11-29,English,8.040000000000001,5.0,56.0,478
Loonshots,SafiBahcall,"WilliamDufris,SafiBahcall-prologueandintroduction",2019-03-19,English,2.172,5.0,17.0,614
The Gap and the Gain,"DanSullivan,Dr.BenjaminHardy",Dr.BenjaminHardy,2021-10-19,English,8.436,4.5,7.0,358
Charlie Munger,TrenGriffin,FredStella,2015-09-15,English,8.040000000000001,4.5,98.0,381
"Master Your Time, Master Your Life",BrianTracy,BrianTracy,2016-11-10,English,7.032,4.5,21.0,242
One Small Step Can Change Your Life,Dr.RobertMaurer,RobertMaurer,2014-10-14,English,21.288,4.5,23.0,437
The Storyteller's Secret,CarmineGallo,CarmineGallo,2016-02-25,English,3.876,4.5,20.0,494
Your Brain at Work,DavidRock,BobWalter,2011-03-29,English,18.228,4.5,15.0,582
Crucial Conversations,"KerryPatterson,JosephGrenny,RonMcMillan,",AnnaFields,2021-03-08,English,5.628,4.5,6.0,257
Made to Stick,"ChipHeath,DanHeath",CharlesKahlenberg,2006-12-18,English,9.048,4.5,100.0,517
Tribe of Mentors,TimFerriss,"KaleoGriffith,RayPorter,TimFerriss,",2020-02-06,English,16.056,5.0,27.0,1123
"Unlimited Memory: How to Use Advanced Learning Strategies to Learn Faster, Remember More and be More Productive",KevinHorsley,DanCulhane,2017-02-21,English,2.7960000000000003,4.5,197.0,148
The Quick and Easy Way to Effective Speaking,DaleCarnegie,AvinashKumarSingh,2018-06-14,English,1.464,4.5,28.0,399
The Big Leap,GayHendricks,GayHendricks,2009-04-28,English,12.828,4.5,40.0,327
Smarter Faster Better,CharlesDuhigg,MikeChamberlain,2016-03-31,English,9.024000000000001,4.5,47.0,622
The Seven Spiritual Laws of Success,DeepakChopraMD,DeepakChopra,1999-12-16,English,3.6,5.0,159.0,86
Start-Up Nation,"DanSenor,SaulSinger",SeanPratt,2009-02-11,English,10.128,4.5,27.0,504
"30 Days - Change Your Habits, Change Your Life",MarcReklau,DerekDoepker,2017-01-15,English,4.08,5.0,10.0,252
Linchpin,SethGodin,SethGodin,2010-01-26,English,10.548,4.5,80.0,499
NLP: The Essential Guide to Neuro-Linguistic Programming,"TomDotz,TomHoobyar",TomDotz,2018-08-01,English,10.032,4.5,8.0,674
A More Beautiful Question,WarrenBerger,MichaelCummings,2021-03-31,English,10.98,5.0,2.0,525
The Greatest Salesman in the World,OgMandino,MarkBramhall,2016-01-11,English,4.524,4.5,82.0,153
The Science of Getting Rich,WallaceD.Wattles,LloydJames,2018-02-20,English,3.996,4.0,161.0,145
HBR Guide to Office Politics,"HarvardBusinessReview,KarenDillon",LiisaIvary,2015-04-08,English,6.0120000000000005,4.5,35.0,252
The Mental Game of Trading,JaredTendler,JaredTendler,2021-04-26,English,8.016,4.5,8.0,584
The $100 Startup,ChrisGuillebeau,"ChrisGuillebeau,ThomasVincentKelly",2012-08-05,English,10.548,4.5,99.0,494
The Daily Trading Coach,BrettN.Steenbarger,JoelPierson,2020-09-07,English,10.032,4.5,9.0,861
The Phoenix Project,"GeneKim,KevinBehr,GeorgeSpafford",ChrisRuen,2015-07-04,English,10.032,4.5,170.0,886
The Real Book of Real Estate,RobertT.Kiyosaki,"MelFoster,JoyceBean,MikaelNaramore",2016-08-11,English,7.032,4.5,20.0,1073
"The Great Mental Models, Volume 2","FarnamStreet,ShaneParrish,RhiannonBeaubien",KevinStillwell,2020-04-14,English,8.016,4.5,23.0,543
Captivate,VanessaVanEdwards,VanessaVanEdwards,2017-04-05,English,8.196,4.5,33.0,448
#Maxout Your Life,EdMylett,EdMylett,2020-10-16,English,2.7960000000000003,4.5,33.0,85
Rule #1,PhilTown,MarcCashman,2006-03-04,English,13.788,5.0,32.0,689
